01011001,000000
01110001,000001
01110010,000010
01100101,000100
01101001,001000
01010011,010000
01100011,100000
01110100,110000
01100110,111111
01001110,111110
01001101,111101
01011010,111011
01010110,110111
01101100,101111
01011100,011111
01001011,001111
